0,1
2,5
5,32
6,87
7,16
11,38
15,16
17,98
18,19
19,100
21,102
23,50
25,106
29,32
33,34
35,44
44,125
45,46
47,50
50,131
51,52
52,2239
54,135
55,58
57,58
59,68
61,142
63,64
65,68
68,149
69,150
70,151
73,154
75,76
76,157
83,86
87,88
89,98
98,125
99,100
101,104
104,131
105,106
106,133
116,125
128,131
132,133
135,136
137,866
140,869
141,142
142,151
146,875
150,151
152,881
153,154
154,157
156,157
158,887
160,403
162,163
163,166
165,166
167,176
169,2356
171,172
173,176
176,203
177,2364
178,2365
181,184
183,184
184,211
189,190
191,194
194,6755
195,196
196,2383
200,6761
204,2391
206,449
207,208
208,937
210,211
212,455
214,457
217,460
219,220
220,463
225,226
226,469
228,229
230,473
232,475
238,481
245,254
249,250
251,260
260,2447
261,262
263,266
266,347
267,268
268,349
278,287
290,293
294,295
297,298
299,1028
302,1031
303,304
304,313
308,1037
312,313
314,1043
315,316
316,319
318,319
320,1049
322,403
332,341
344,347
348,349
380,1109
384,385
386,395
395,1124
396,397
398,401
401,1130
402,403
403,1132
405,406
407,410
410,419
411,412
412,2599
416,6977
420,2607
422,449
423,424
424,1153
426,1155
428,455
430,457
434,437
438,439
440,449
449,1178
450,451
452,455
455,1184
456,457
457,1186
459,460
460,463
462,463
464,473
466,2653
468,469
470,473
473,1202
474,2661
475,2662
478,1207
480,1209
481,1210
486,567
487,496
489,498
491,500
493,574
495,496
497,524
500,527
501,528
502,529
505,508
507,508
508,535
513,514
515,524
518,527
519,528
520,529
524,527
528,529
530,611
531,7092
532,7093
534,7095
536,7097
538,7099
541,622
543,624
544,625
549,630
550,631
552,633
554,635
556,637
562,643
567,568
569,578
572,581
573,574
574,583
578,581
582,583
584,611
585,7146
586,7147
588,7149
590,7151
592,7153
596,599
600,601
602,611
611,1340
612,7173
614,617
617,7178
618,619
619,7180
621,622
622,2809
624,1353
626,1355
628,637
630,2817
632,1361
635,1364
636,637
637,2824
640,7201
642,7203
643,7204
649,652
651,652
652,661
657,684
658,685
660,687
662,689
664,691
670,697
675,676
676,679
678,687
680,7241
682,2869
684,685
686,7247
689,7250
690,2877
691,2878
694,697
696,697
697,1426
731,734
735,736
737,746
746,827
747,748
749,752
752,833
753,754
754,997
764,773
776,779
780,781
783,784
785,866
788,869
789,870
790,871
794,875
798,879
800,881
801,882
802,883
804,885
806,887
808,889
818,827
830,833
834,835
866,869
870,871
872,881
882,883
884,887
887,1130
888,889
889,1132
891,892
893,896
896,7457
897,898
898,3085
902,7463
906,3093
908,935
909,910
910,913
912,1155
914,7475
916,3103
920,923
924,925
926,935
935,1178
936,937
938,941
941,7502
942,943
945,1188
946,1189
948,1191
950,959
952,961
954,1197
956,959
959,1202
960,961
961,1204
964,1207
966,1209
967,1210
980,989
992,995
996,997
1028,1031
1032,1033
1034,1043
1043,3230
1044,1045
1046,1049
1049,1130
1050,1051
1051,1132
1115,1124
1127,1130
1131,1132
1136,1139
1140,1141
1142,1151
1151,1178
1152,1153
1154,1157
1157,7718
1158,1159
1159,3346
1169,1178
1181,1184
1185,1186
1188,1189
1190,1193
1193,7754
1194,1195
1195,3382
1199,7760
1203,3390
1205,3392
1206,1207
1207,1210
1209,1210
1211,7772
1213,3400
1215,1216
1217,1220
1220,1301
1221,1222
1222,3409
1226,1253
1230,1257
1232,1313
1233,7794
1234,7795
1236,7797
1238,7799
1240,7801
1244,1253
1248,1249
1250,1259
1259,1340
1260,7821
1262,1265
1265,7826
1266,1267
1269,1350
1270,1351
1272,1353
1274,1355
1276,1357
1278,1359
1280,1361
1283,1364
1284,1365
1285,1366
1288,1291
1290,1291
1291,1372
1298,1301
1302,1303
1304,1313
1314,7875
1316,1319
1319,7880
1320,1321
1321,7882
1331,1340
1343,1346
1347,1348
1350,1353
1352,1355
1355,7916
1356,1357
1357,3544
1368,7929
1369,7930
1371,7932
1373,7934
1375,7936
1377,1378
1378,1405
1380,1381
1382,1391
1384,1393
1386,1413
1388,1391
1391,1418
1392,1393
1393,1420
1396,1399
1398,1399
1399,1426
1404,1405
1406,1409
1409,7970
1410,1411
1415,7976
1419,3606
1421,3608
1422,7983
1425,7986
1427,7988
1458,1459
1459,1468
1461,1462
1463,1472
1465,1546
1467,1468
1469,1472
1472,1499
1473,1554
1474,1555
1477,1480
1479,1480
1480,1507
1485,1494
1487,1490
1490,1571
1491,1492
1492,1573
1496,1577
1500,1581
1502,1583
1503,1504
1504,1507
1506,1507
1508,1589
1510,1591
1513,1594
1515,1516
1516,1759
1521,1522
1522,3709
1524,1525
1528,1609
1534,1615
1539,1540
1541,1568
1544,1571
1545,1546
1546,1555
1550,1577
1554,1555
1556,1583
1557,1558
1558,1801
1560,1561
1562,1589
1564,1807
1568,1571
1572,1573
1574,1583
1583,1826
1584,1585
1586,1589
1589,8150
1590,1591
1591,3778
1593,1594
1594,1597
1596,1597
1600,1609
1602,1603
1608,1609
1609,1852
1612,1855
1614,1615
1615,1858
1621,1624
1623,1624
1624,1633
1629,1630
1630,1633
1632,1633
1634,1661
1636,3823
1647,1648
1648,1651
1650,1651
1652,1661
1654,1663
1656,3843
1658,8219
1661,8222
1662,3849
1663,3850
1678,1687
1684,1927
1686,1687
1701,1702
1703,1706
1706,1715
1707,1708
1708,1789
1712,1715
1716,1717
1718,1745
1719,1720
1720,1801
1722,1803
1724,1751
1726,1807
1730,1739
1734,1743
1736,1745
1745,3932
1746,1827
1748,1751
1751,1832
1752,1753
1753,1834
1755,1756
1756,1759
1758,1759
1762,1843
1764,1765
1770,1771
1771,1852
1774,1855
1776,1777
1777,1858
1784,1811
1788,1789
1790,1799
1799,1826
1800,1801
1802,1805
1805,1832
1806,1807
1807,3994
1836,1837
1842,1843
1843,1852
1851,1852
1854,1855
1855,1858
1857,1858
1861,4048
1863,1864
1864,1867
1866,1867
1868,1877
1870,1879
1872,1873
1874,1877
1877,1904
1878,4065
1879,4066
1890,1891
1892,1895
1895,1904
1896,1897
1897,1906
1901,8462
1905,4092
1907,4094
1918,1921
1920,1921
1921,1930
1926,1927
1927,4114
1929,1930
1933,4120
1945,1948
1947,1948
1948,1957
1953,1980
1954,1957
1956,1957
1958,1985
1960,2041
1966,1993
1971,1980
1972,1981
1974,1983
1976,8537
1978,1987
1980,1981
1982,2063
1985,2066
1986,2067
1987,2068
1990,1993
1992,1993
1993,2074
2002,2083
2008,2089
2010,2011
2025,2034
2026,2035
2028,2029
2030,2057
2032,2041
2034,2035
2036,2063
2039,2066
2040,2041
2041,2068
2044,8605
2046,8607
2047,8608
2052,2061
2054,2063
2057,2066
2058,2067
2059,2068
2063,2066
2067,2068
2069,4256
2070,8631
2071,8632
2073,8634
2075,8636
2077,8638
2080,2089
2082,2083
2083,2092
2088,2089
2089,4276
2091,2092
2095,4282
2101,8662
2110,2119
2116,2143
2118,2145
2134,2137
2136,2137
2137,2146
2142,4329
2143,2146
2145,2146
2147,8708
2149,4336
2189,2198
2193,2194
2195,2204
2204,2231
2205,2206
2207,2210
2210,2291
2211,2212
2212,2239
2222,2231
2234,2237
2238,2239
2241,2242
2243,2246
2246,2255
2247,2248
2248,2257
2252,2255
2256,2257
2258,2339
2259,2260
2260,2341
2262,2343
2264,2345
2266,2347
2276,2285
2288,2291
2292,2293
2324,3053
2328,2329
2330,2339
2339,3068
2340,2341
2342,2345
2346,2347
2347,2590
2349,2350
2351,2354
2354,2363
2355,2356
2356,2365
2360,2363
2364,2365
2366,2393
2367,2368
2368,2371
2370,2371
2372,2399
2374,2401
2378,2381
2382,2383
2384,2393
2393,8954
2394,2395
2396,2399
2399,2642
2400,2401
2401,3130
2403,2404
2404,2647
2406,2407
2408,2417
2410,2653
2412,2413
2414,2417
2417,2660
2418,2419
2419,2662
2422,2425
2424,2425
2425,2668
2438,2447
2450,2453
2454,2455
2486,3215
2490,2491
2492,2501
2501,3230
2502,2503
2504,2507
2507,3236
2508,2509
2509,2590
2573,2582
2585,2588
2589,2590
2594,2597
2598,2599
2600,2609
2609,9170
2610,2611
2612,2615
2615,2642
2616,2617
2617,3346
2627,2636
2639,2642
2643,2644
2646,2647
2648,2651
2651,2660
2652,2653
2653,2662
2657,2660
2661,2662
2663,3392
2664,2665
2665,3394
2667,3396
2669,3398
2671,3400
2673,2682
2675,2678
2678,2705
2679,2688
2680,2689
2684,2711
2688,2689
2690,2717
2691,2692
2692,2695
2694,2695
2696,2723
2698,2725
2702,2711
2706,2707
2708,2717
2717,2798
2718,9279
2720,2723
2723,9284
2724,2725
2725,9286
2727,2808
2728,2809
2730,2811
2732,2741
2734,2815
2736,2817
2738,2741
2741,2822
2742,2823
2743,2824
2746,2749
2748,2749
2749,2830
2756,2759
2760,2761
2762,2771
2771,2798
2772,9333
2774,2777
2778,2779
2779,9340
2789,2798
2801,2804
2805,2806
2808,2809
2810,3539
2814,2815
2815,2824
2819,3548
2823,2824
2825,3554
2826,9387
2827,9388
2833,9394
2835,2836
2836,2839
2838,2839
2840,2849
2842,2851
2844,2871
2846,2849
2849,2876
2850,2877
2851,2878
2854,2857
2856,2857
2857,2884
2862,2871
2864,2867
2867,9428
2868,2877
2869,2878
2873,9434
2877,2878
2879,9440
2880,2881
2881,2884
2883,2884
2885,3614
2887,3616
2924,2933
2936,2939
2940,2941
2972,3215
2976,2977
2978,2987
2987,3230
2988,2989
2990,2993
2993,3236
2994,2995
2995,3076
3059,3068
3071,3074
3075,3076
3080,9641
3084,3085
3086,3095
3095,9656
3096,3097
3098,3101
3101,9662
3102,3103
3103,3346
3113,3122
3125,3128
3129,3130
3132,3375
3134,3137
3137,3146
3138,3381
3139,3382
3143,3146
3147,3390
3149,3392
3150,3393
3151,3394
3153,3396
3155,3398
3157,3400
3221,3230
3233,3236
3237,3238
3329,3338
3341,3344
3345,3346
3377,9938
3381,3382
3383,3392
3392,9953
3393,3394
3395,3398
3398,9959
3399,3400
3400,9961
3404,3413
3408,3409
3410,3419
3419,3446
3420,9981
3422,3425
3425,9986
3426,3427
3427,9988
3437,3446
3449,3452
3453,3454
3456,3537
3458,3539
3461,3542
3462,3543
3463,3544
3467,3548
3471,3552
3473,3554
3474,3475
3475,3478
3477,3478
3479,3560
3481,3562
3491,3500
3503,3506
3507,3508
3539,3542
3543,3544
3545,3554
3555,10116
3557,3560
3561,3562
3562,10123
3564,3565
3566,3569
3569,3578
3570,3571
3571,3598
3575,3578
3579,3606
3581,3608
3582,3583
3583,3586
3585,3586
3587,3614
3589,3616
3593,10154
3597,3606
3599,3608
3608,10169
3609,10170
3611,3614
3614,10175
3615,3616
3645,3646
3647,3650
3650,3659
3651,3652
3652,3661
3656,3683
3660,3661
3662,3689
3663,3664
3664,3745
3666,3747
3668,3695
3670,3751
3674,3683
3678,3679
3680,3689
3689,3770
3690,3771
3692,3695
3695,3776
3696,3697
3697,3778
3699,3700
3700,3709
3702,3703
3706,3715
3708,3709
3714,3715
3715,3796
3718,3799
3720,3721
3721,3802
3728,3755
3732,3733
3734,3743
3743,3770
3744,3745
3746,3749
3750,3751
3751,3778
3761,3770
3773,3776
3777,3778
3780,3781
3786,3787
3787,3796
3795,3796
3798,3799
3799,4042
3805,4048
3807,3808
3808,3817
3810,3811
3812,3821
3814,3823
3816,3817
3818,3821
3821,3848
3822,3823
3823,3850
3834,3843
3836,3839
3839,3848
3840,3849
3841,3850
3845,10406
3849,3850
3851,10412
3862,3865
3864,3865
3865,3874
3870,3871
3871,4114
3873,3874
3877,4120
3890,3893
3894,3895
3896,3905
3905,3932
3906,3907
3908,3911
3911,3938
3912,3913
3913,3994
3923,3932
3935,3938
3939,3940
3942,3943
3948,3949
3949,3958
3957,3958
3960,3961
3961,4042
3963,3964
3967,4048
3977,3986
3989,3992
3993,3994
4029,4030
4041,4042
4047,4048
4048,10609
4050,4051
4052,4055
4055,4064
4056,4057
4057,4066
4061,4064
4065,4066
4067,4094
4079,4082
4083,4092
4085,4094
4094,10655
4104,4105
4105,4114
4107,4108
4111,4120
4113,4114
4119,4120
4120,10681
4131,4132
4132,4141
4134,4143
4136,4145
4138,4147
4140,4141
4142,4169
4145,4172
4146,4147
4147,4174
4150,4153
4152,4153
4153,4180
4158,4167
4160,4169
4163,4172
4164,4173
4165,4174
4169,4172
4173,4174
4175,4256
4176,4177
4177,4180
4179,4180
4181,4262
4183,4264
4186,4267
4188,4189
4189,4270
4194,4195
4195,4276
4197,4198
4201,4282
4207,4288
4212,4213
4214,4241
4218,4219
4219,4228
4223,4250
4227,4228
4229,4256
4230,10791
4231,10792
4237,10798
4241,4244
4245,4246
4247,4256
4256,10817
4257,10818
4259,4262
4263,4264
4264,10825
4266,4267
4267,4276
4273,4282
4275,4276
4281,4282
4282,10843
4285,10846
4294,4297
4296,4297
4297,4306
4302,4329
4303,4330
4305,4332
4307,4334
4309,4336
4320,4329
4321,4330
4323,4332
4325,4334
4327,4336
4329,4330
4331,10892
4334,10895
4335,4336
4336,10897
4374,4455
4375,4378
4377,4378
4379,5108
4381,4462
4383,4384
4385,4388
4388,5117
4389,4470
4390,4471
4393,4396
4395,5124
4396,5125
4401,4404
4403,4406
4406,4487
4407,4488
4408,4489
4412,4493
4416,4497
4418,4499
4419,4420
4420,4501
4422,5151
4424,10985
4426,4507
4429,4510
4431,5160
4432,4441
4437,4438
4438,4681
4440,4441
4442,4523
4444,4525
4450,4531
4455,4456
4457,5186
4460,4487
4461,4462
4462,4705
4466,4493
4470,4497
4472,4499
4473,5202
4474,4717
4476,4719
4478,5207
4480,4723
4484,4487
4488,4497
4490,4499
4499,11060
4500,4501
4502,4505
4505,4748
4506,4507
4507,4750
4509,4510
4510,4513
4512,4513
4514,5243
4516,4525
4518,4519
4520,5249
4523,5252
4524,4525
4525,4768
4528,4771
4530,5259
4531,4774
4537,4540
4539,4540
4540,4549
4545,4546
4546,4549
4548,4549
4550,4577
4558,4585
4563,4564
4564,4567
4566,5295
4568,11129
4572,4573
4574,4577
4577,11138
4582,4585
4584,4585
4585,5314
4594,4837
4600,4603
4602,4603
4617,4620
4619,4622
4622,5351
4623,4704
4624,4705
4628,4709
4632,4713
4634,4715
4635,4636
4636,4717
4638,4719
4640,5369
4642,4723
4646,4649
4650,4731
4652,4661
4661,4742
4662,4665
4664,4667
4667,4748
4668,4669
4669,4750
4671,5400
4672,4675
4674,4675
4676,5405
4678,4759
4680,4681
4682,5411
4685,5414
4686,4767
4687,4768
4690,4771
4692,5421
4693,4774
4700,4703
4704,4705
4706,4715
4715,4742
4716,4717
4718,4721
4721,4748
4722,4723
4723,5452
4752,4753
4754,5483
4757,5486
4758,4759
4759,4768
4763,5492
4767,4768
4769,5498
4770,4771
4771,4774
4773,4774
4775,5504
4777,5506
4779,4780
4780,4783
4782,5511
4784,4793
4788,4789
4790,4793
4793,11354
4798,4801
4800,5529
4801,5530
4806,4807
4808,4811
4811,11372
4817,4820
4824,4825
4825,4828
4827,5556
4829,5558
4834,4837
4836,5565
4837,4846
4842,4843
4843,4846
4845,5574
4847,5576
4855,5584
4861,4864
4863,11424
4864,4873
4869,4950
4870,4897
4872,4873
4874,4901
4876,4957
4882,4909
4887,11448
4888,4891
4890,4899
4892,11453
4894,4975
4896,4897
4898,4979
4901,4982
4902,4983
4903,4984
4906,11467
4908,11469
4909,11470
4918,4999
4924,5005
4926,5007
4941,4950
4942,4951
4944,4953
4946,5675
4948,4957
4950,4951
4952,4979
4955,4982
4956,4957
4957,4984
4960,11521
4962,11523
4963,11524
4968,4977
4970,4979
4973,4982
4974,4983
4975,4984
4979,4982
4983,4984
4985,5714
4986,11547
4987,11548
4989,11550
4991,11552
4993,11554
4996,5005
4998,5727
4999,5728
5004,5005
5005,5008
5007,11568
5009,5738
5011,5740
5017,11578
5026,5035
5032,5035
5034,5061
5050,5053
5052,11613
5053,11614
5058,5059
5059,5062
5061,5062
5063,11624
5071,5800
5103,5104
5105,5108
5108,5117
5109,5190
5110,5191
5114,5117
5118,5199
5120,5201
5121,5124
5122,5125
5124,5125
5126,5207
5128,5209
5132,5135
5136,5217
5138,5147
5147,5228
5148,5149
5150,5153
5153,5234
5154,5155
5157,5160
5158,5161
5160,5161
5162,5243
5164,5245
5166,5169
5168,5249
5171,5252
5172,5253
5173,5254
5176,5257
5178,5259
5179,5260
5186,5189
5190,5433
5192,5201
5202,5203
5204,5207
5207,5234
5208,5209
5209,5452
5219,5228
5231,5234
5235,5236
5238,5239
5240,5243
5243,5252
5244,5245
5245,5488
5256,5257
5257,5260
5259,5260
5261,5504
5263,5506
5265,5268
5266,5269
5268,5269
5270,11831
5274,5277
5276,5279
5279,11840
5284,5287
5286,5529
5287,5314
5292,5295
5294,5297
5297,11858
5303,5306
5310,5313
5313,5314
5315,11876
5320,5323
5322,5565
5323,5566
5328,5329
5329,5332
5331,5574
5333,5576
5341,5584
5348,5351
5352,5433
5354,5363
5363,5444
5364,5365
5366,5369
5369,5396
5370,5371
5371,5452
5381,5390
5393,5396
5397,5398
5400,5401
5402,5405
5405,5414
5406,5487
5407,5488
5411,5414
5415,5496
5417,5498
5418,5419
5419,5422
5421,5422
5423,5504
5425,5506
5435,5444
5447,5450
5451,5452
5483,5486
5487,5488
5489,5498
5499,5500
5501,5504
5504,12065
5505,5506
5506,12067
5508,5511
5510,5513
5513,12074
5519,5522
5526,5529
5527,5530
5529,5530
5531,12092
5537,5540
5553,5556
5555,5558
5558,12119
5562,5565
5563,5566
5565,5566
5567,12128
5571,5574
5573,5576
5576,12137
5581,5584
5583,5584
5584,12145
5589,5670
5590,5593
5592,5593
5594,5675
5596,5677
5598,5601
5600,5681
5603,5630
5604,5685
5605,5686
5608,12169
5610,12171
5611,12172
5616,5617
5618,5621
5621,5630
5622,5703
5627,5630
5631,5712
5633,5714
5634,12195
5637,12198
5639,12200
5644,5725
5646,5727
5647,5728
5652,5733
5653,5734
5655,5736
5657,5738
5659,5740
5665,5746
5670,5671
5672,5675
5675,5684
5676,5677
5677,5686
5688,12249
5689,12250
5691,12252
5693,12254
5695,12256
5699,5702
5703,12264
5705,5714
5715,12276
5717,5720
5720,12281
5721,5722
5724,5725
5725,5728
